tick,S,K,moneyness_SK,moneyness_KS,T,r,true_iv,fpga_iv,abs_err,true_delta,fpga_delta,delta_err,true_vega,fpga_vega,vega_err,true_gamma,fpga_gamma,gamma_err,is_liquid
144,46.2178,53.0335,0.8715,1.1475,0.7569,0.0208,0.426473,0.426468,0.000005,0.443227,0.443476,0.000249,15.878235,15.879589,0.001354,0.023029,0.023031,0.000002,1
145,71.9486,90.6728,0.7935,1.2602,0.1819,0.0315,0.358856,0.392952,0.034095,0.081134,0.170485,0.089351,4.610259,7.778957,3.168698,0.013646,0.013325,0.000321,0
146,65.1845,75.5616,0.8627,1.1592,0.7528,0.0224,0.534509,0.534759,0.000250,0.479932,0.467673,0.012259,22.533803,22.488200,0.045603,0.013180,0.013148,0.000033,1
147,46.6756,40.1883,1.1614,0.8610,0.4812,0.0254,0.359125,0.359149,0.000024,0.780637,0.780275,0.000362,9.570615,9.579524,0.008909,0.025423,0.025444,0.000021,0
148,25.7936,30.1126,0.8566,1.1674,0.1931,0.0226,0.308892,0.311030,0.002139,0.149002,0.152139,0.003137,2.630705,2.667848,0.037143,0.066306,0.066626,0.000320,1
149,31.7795,35.0152,0.9076,1.1018,0.2507,0.0213,0.394380,0.394376,0.000004,0.357443,0.357782,0.000338,5.938171,5.940050,0.001879,0.059470,0.059438,0.000032,1
150,52.6194,39.0548,1.3473,0.7422,0.2163,0.0298,0.438485,0.472309,0.033824,0.944679,0.928128,0.016550,2.735168,3.378444,0.643276,0.010413,0.011872,0.001458,0
151,76.6930,64.5886,1.1874,0.8422,0.7831,0.0365,0.518871,0.519244,0.000372,0.747289,0.759143,0.011854,21.690772,21.139448,0.551325,0.009075,0.008838,0.000238,0
152,30.0455,36.5231,0.8226,1.2156,1.1535,0.0248,0.355634,0.355634,0.000001,0.403130,0.403869,0.000739,12.491862,12.497575,0.005712,0.033734,0.033736,0.000002,0
153,26.5975,31.3397,0.8487,1.1783,0.5225,0.0467,0.431039,0.431038,0.000001,0.384934,0.385534,0.000600,7.348501,7.351783,0.003282,0.046125,0.046119,0.000006,0
154,39.5087,38.7161,1.0205,0.9799,0.7319,0.0464,0.497411,0.497529,0.000119,0.633164,0.633142,0.000022,12.725703,12.725786,0.000083,0.022395,0.022398,0.000003,1
155,47.3183,46.7189,1.0128,0.9873,1.3076,0.0464,0.543664,0.543781,0.000116,0.666030,0.665993,0.000037,19.689067,19.689607,0.000540,0.012369,0.012373,0.000004,1
156,69.4528,72.0597,0.9638,1.0375,0.9895,0.0324,0.486448,0.486563,0.000115,0.591733,0.588607,0.003126,26.830074,26.879091,0.049017,0.011555,0.011575,0.000020,1
157,33.2389,40.7076,0.8165,1.2247,1.3408,0.0451,0.343512,0.343536,0.000025,0.436973,0.437701,0.000728,15.162858,15.167198,0.004340,0.029797,0.029802,0.000005,0
158,54.2729,43.7940,1.2393,0.8069,1.4167,0.0315,0.424862,0.424891,0.000029,0.777988,0.777483,0.000504,19.227307,19.251869,0.024562,0.010845,0.010858,0.000013,0
159,76.2114,54.9696,1.3864,0.7213,0.3497,0.0232,0.530883,0.534716,0.003833,0.889434,0.891057,0.001622,8.505483,8.424958,0.080526,0.007888,0.007768,0.000121,0
160,36.8297,49.8150,0.7393,1.3526,0.2780,0.0365,0.345514,0.385684,0.040170,0.065370,0.095370,0.030000,2.472833,3.298184,0.825351,0.018983,0.022540,0.003557,0
161,40.5249,39.6246,1.0227,0.9778,0.5123,0.0279,0.488719,0.488852,0.000133,0.610284,0.610267,0.000017,11.126668,11.126683,0.000016,0.027060,0.027058,0.000002,1
162,71.9083,64.8450,1.1089,0.9018,1.4782,0.0320,0.446896,0.446946,0.000050,0.708488,0.712860,0.004372,29.999596,29.786695,0.212901,0.008782,0.008719,0.000064,1
163,77.1508,59.3473,1.3000,0.7692,1.0125,0.0418,0.198061,0.220120,0.022059,0.948295,0.934095,0.014200,8.223384,10.057708,1.834324,0.006889,0.007434,0.000545,0
164,43.2624,55.5397,0.7789,1.2838,0.9149,0.0231,0.501122,0.501127,0.000005,0.406133,0.407199,0.001066,16.049131,16.059402,0.010271,0.018704,0.018716,0.000012,0
165,56.9097,59.5126,0.9563,1.0457,0.8636,0.0578,0.438925,0.439051,0.000126,0.585809,0.585819,0.000010,20.608570,20.608292,0.000278,0.016787,0.016782,0.000005,1
166,21.6022,15.2928,1.4126,0.7079,0.7646,0.0200,0.419210,0.420556,0.001347,0.878465,0.875753,0.002712,3.812588,3.874138,0.061550,0.025489,0.025807,0.000317,0
167,44.7859,59.4923,0.7528,1.3284,1.3537,0.0340,0.444528,0.444544,0.000016,0.420175,0.421711,0.001535,20.370186,20.386001,0.015815,0.016877,0.016885,0.000008,0
168,52.8813,38.4877,1.3740,0.7278,1.1722,0.0415,0.233499,0.248968,0.015469,0.942442,0.928240,0.014203,6.601373,7.894191,1.292818,0.008625,0.009638,0.001014,0
169,33.4056,38.1877,0.8748,1.1432,1.4064,0.0310,0.362409,0.362499,0.000090,0.502047,0.502474,0.000427,15.804313,15.804247,0.000066,0.027787,0.027743,0.000043,1
170,42.9328,32.4064,1.3248,0.7548,0.7129,0.0570,0.363947,0.365834,0.001887,0.885175,0.882810,0.002365,7.028771,7.136565,0.107794,0.014696,0.014846,0.000150,0
171,60.5939,54.3442,1.1150,0.8969,0.1855,0.0356,0.366767,0.366825,0.000058,0.791033,0.790759,0.000274,7.498601,7.504305,0.005704,0.030026,0.030040,0.000013,1
172,63.4101,71.2548,0.8899,1.1237,0.3600,0.0500,0.423690,0.423801,0.000111,0.397113,0.388183,0.008930,14.671191,14.578474,0.092716,0.023920,0.023766,0.000154,1
173,71.1722,68.5646,1.0380,0.9634,0.6781,0.0559,0.514403,0.514548,0.000145,0.651522,0.654487,0.002965,21.674211,21.605498,0.068713,0.012266,0.012224,0.000042,1
174,32.4516,36.1536,0.8976,1.1141,0.4868,0.0295,0.238467,0.238469,0.000001,0.315753,0.315997,0.000245,8.051736,8.054242,0.002506,0.065857,0.065876,0.000019,1
175,44.4087,53.6225,0.8282,1.2075,1.2487,0.0543,0.490464,0.490590,0.000126,0.521456,0.521891,0.000435,19.768948,19.767765,0.001183,0.016367,0.016362,0.000005,0
176,69.3173,85.2554,0.8131,1.2299,1.2385,0.0340,0.255411,0.258065,0.002654,0.330678,0.282009,0.048670,27.959485,26.056760,1.902725,0.018396,0.016964,0.001432,0
177,53.0973,48.3185,1.0989,0.9100,0.9279,0.0394,0.500499,0.500503,0.000004,0.695829,0.695763,0.000066,17.894158,17.895534,0.001376,0.013667,0.013668,0.000001,1
178,72.6206,85.3296,0.8511,1.1750,0.5982,0.0239,0.548718,0.550787,0.002069,0.446643,0.412909,0.033734,22.206483,21.870940,0.335543,0.012828,0.012597,0.000232,1
179,25.9328,24.9616,1.0389,0.9626,0.5777,0.0573,0.381147,0.381153,0.000006,0.652018,0.651965,0.000053,7.285477,7.285777,0.000300,0.049198,0.049159,0.000039,1
180,34.4475,33.3973,1.0314,0.9695,0.4229,0.0331,0.242947,0.242945,0.000002,0.641892,0.641675,0.000216,8.365280,8.366924,0.001644,0.068618,0.068458,0.000160,1
181,28.8040,27.6416,1.0421,0.9596,1.1159,0.0317,0.175440,0.175450,0.000010,0.693467,0.693434,0.000033,10.681948,10.682251,0.000304,0.065762,0.065760,0.000002,1
182,64.8878,89.1491,0.7279,1.3739,0.4070,0.0254,0.419527,0.442819,0.023292,0.155190,0.123012,0.032178,9.872001,8.431151,1.440850,0.013732,0.011090,0.002642,0
183,60.5792,79.7935,0.7592,1.3172,1.3764,0.0412,0.196486,0.198395,0.001910,0.202135,0.176344,0.025790,20.024715,18.410402,1.614313,0.020176,0.018363,0.001813,0
184,71.0532,60.5402,1.1737,0.8520,1.1264,0.0546,0.297148,0.297309,0.000161,0.805176,0.808675,0.003499,20.779476,20.550926,0.228549,0.012297,0.012156,0.000141,0
185,72.4302,85.2652,0.8495,1.1772,0.9954,0.0218,0.239444,0.242206,0.002762,0.318217,0.267910,0.050307,25.781681,23.800096,1.981585,0.020619,0.018814,0.001805,0
186,38.8440,33.4559,1.1610,0.8613,0.3922,0.0488,0.334600,0.334743,0.000143,0.818245,0.817721,0.000523,6.422556,6.434240,0.011684,0.032432,0.032467,0.000034,0
187,23.9973,21.7760,1.1020,0.9074,0.6233,0.0455,0.342364,0.342369,0.000005,0.725522,0.725411,0.000112,6.315554,6.316683,0.001129,0.051396,0.051403,0.000008,1
188,32.0267,29.8606,1.0725,0.9324,0.6826,0.0272,0.542285,0.542400,0.000115,0.663403,0.663356,0.000047,9.657863,9.658230,0.000367,0.025436,0.025458,0.000021,1
189,42.5227,32.1622,1.3221,0.7564,1.4457,0.0536,0.394624,0.394944,0.000320,0.838698,0.837586,0.001113,12.505873,12.563043,0.057170,0.012123,0.012167,0.000044,0
190,59.3048,49.9232,1.1879,0.8418,1.1883,0.0259,0.158325,0.160303,0.001977,0.896557,0.893509,0.003047,11.628742,11.890372,0.261629,0.017574,0.017777,0.000203,0
191,29.7360,37.7884,0.7869,1.2708,0.1247,0.0298,0.395332,0.453821,0.058489,0.052554,0.088444,0.035889,1.126570,1.687925,0.561355,0.025854,0.033127,0.007273,0
192,33.2865,27.1291,1.2270,0.8150,1.1943,0.0540,0.396199,0.396309,0.000110,0.798922,0.798405,0.000517,10.217061,10.232721,0.015661,0.019488,0.019512,0.000024,0
193,63.5127,76.6277,0.8288,1.2065,0.9251,0.0352,0.324224,0.324706,0.000482,0.366297,0.346493,0.019804,22.988444,22.542719,0.445724,0.019000,0.018580,0.000421,0
194,63.1794,80.2855,0.7869,1.2708,0.4801,0.0364,0.452353,0.454251,0.001898,0.290504,0.262124,0.028379,14.997583,14.259278,0.738304,0.017299,0.016390,0.000909,0
195,24.3159,28.0914,0.8656,1.1553,0.2348,0.0372,0.254141,0.255722,0.001581,0.149328,0.154013,0.004685,2.739244,2.796432,0.057188,0.077624,0.078046,0.000422,1
196,33.1346,38.5744,0.8590,1.1642,1.3488,0.0383,0.426205,0.426303,0.000099,0.517870,0.518248,0.000378,15.336315,15.335656,0.000659,0.024300,0.024277,0.000023,1
197,58.0285,44.0005,1.3188,0.7583,1.2130,0.0314,0.156848,0.189278,0.032430,0.971871,0.936971,0.034900,4.121944,8.016524,3.894579,0.006434,0.010029,0.003595,0
198,48.0435,64.4692,0.7452,1.3419,0.7515,0.0494,0.498924,0.498964,0.000040,0.352741,0.354589,0.001847,15.469956,15.498617,0.028661,0.017876,0.017907,0.000032,0
199,24.1749,30.5624,0.7910,1.2642,0.9614,0.0449,0.282450,0.282496,0.000045,0.290353,0.291743,0.001390,8.118509,8.136478,0.017968,0.051157,0.051260,0.000104,0
200,45.4817,55.8490,0.8144,1.2279,0.9465,0.0211,0.493260,0.493257,0.000003,0.441851,0.442476,0.000625,17.464959,17.468899,0.003940,0.018084,0.018086,0.000003,0
201,49.5267,50.0017,0.9905,1.0096,1.3084,0.0521,0.478513,0.478648,0.000134,0.648357,0.648340,0.000017,21.019003,21.019057,0.000054,0.013687,0.013687,0.000000,1
202,44.2549,55.3597,0.7994,1.2509,0.9791,0.0394,0.244046,0.010000,0.234046,0.258912,0.000000,0.258912,14.173430,-109.443653,123.617083,0.030286,-0.357326,0.387612,0
203,28.8021,21.1411,1.3624,0.7340,0.8751,0.0418,0.205641,0.252761,0.047120,0.970871,0.941481,0.029390,1.789004,3.206088,1.417083,0.011984,0.018003,0.006019,0
204,73.8292,91.3220,0.8084,1.2369,1.3855,0.0241,0.296928,0.301095,0.004167,0.367698,0.308856,0.058842,32.744561,30.608483,2.136078,0.014602,0.013453,0.001149,0
205,44.5534,43.8386,1.0163,0.9840,1.0555,0.0463,0.154675,0.154706,0.000030,0.687402,0.687362,0.000040,16.206794,16.207385,0.000591,0.050011,0.050003,0.000008,1
206,52.4931,50.8569,1.0322,0.9688,0.6679,0.0463,0.372468,0.372471,0.000003,0.639777,0.639750,0.000027,16.052732,16.052917,0.000185,0.023419,0.023411,0.000007,1
207,54.4688,70.3196,0.7746,1.2910,0.3429,0.0573,0.323882,0.330350,0.006467,0.125404,0.131833,0.006429,6.580634,6.815535,0.234901,0.019972,0.020336,0.000364,0
208,22.8474,31.6696,0.7214,1.3861,1.4446,0.0564,0.233718,0.233996,0.000277,0.232163,0.235731,0.003568,8.382122,8.453060,0.070938,0.047559,0.047896,0.000337,0
209,74.0233,75.7137,0.9777,1.0228,0.3639,0.0336,0.425106,0.425313,0.000207,0.535029,0.529095,0.005934,17.746044,17.767338,0.021294,0.020935,0.020951,0.000017,1
210,38.6187,46.7162,0.8267,1.2097,0.5191,0.0427,0.527258,0.527256,0.000001,0.400220,0.400820,0.000600,10.750783,10.754889,0.004107,0.026339,0.026350,0.000010,0
211,42.9200,46.5619,0.9218,1.0849,0.9026,0.0393,0.404219,0.404326,0.000107,0.528817,0.528856,0.000040,16.224594,16.224454,0.000140,0.024141,0.024139,0.000003,1
212,54.4688,74.0490,0.7356,1.3595,1.0110,0.0399,0.280973,0.281531,0.000558,0.210949,0.212768,0.001819,15.825915,15.905381,0.079467,0.018778,0.018836,0.000057,0
213,42.9109,33.6531,1.2751,0.7843,0.1925,0.0458,0.333685,0.385767,0.052082,0.963556,0.932872,0.030684,1.503606,2.471769,0.968163,0.012715,0.017494,0.004779,0
214,47.7010,44.2119,1.0789,0.9269,0.1273,0.0564,0.286406,0.286521,0.000115,0.806386,0.806134,0.000251,4.672081,4.675783,0.003702,0.056317,0.056327,0.000011,1
215,29.3936,33.6629,0.8732,1.1452,0.2978,0.0251,0.213991,0.215353,0.001362,0.149413,0.151469,0.002056,3.730057,3.764727,0.034670,0.067752,0.067989,0.000237,1
216,25.3285,30.5641,0.8287,1.2067,0.8942,0.0301,0.419308,0.419307,0.000001,0.417690,0.418287,0.000597,9.351212,9.354104,0.002892,0.038875,0.038880,0.000006,0
217,27.7126,32.4032,0.8552,1.1693,0.9653,0.0466,0.356134,0.356144,0.000009,0.443050,0.443435,0.000385,10.751524,10.752971,0.001447,0.040722,0.040726,0.000004,1
218,49.1000,35.4861,1.3836,0.7227,0.7981,0.0536,0.509008,0.509436,0.000428,0.849794,0.848125,0.001669,10.236665,10.313713,0.077048,0.010452,0.010521,0.000069,0
219,24.3599,20.9143,1.1647,0.8586,0.1929,0.0250,0.258243,0.271091,0.012848,0.925606,0.917251,0.008355,1.505096,1.638135,0.133040,0.050920,0.053520,0.002601,0
220,32.4570,39.9788,0.8119,1.2317,0.1714,0.0490,0.305632,0.337831,0.032199,0.064580,0.091107,0.026527,1.695404,2.207974,0.512571,0.030715,0.035825,0.005110,0
221,71.0459,53.1486,1.3367,0.7481,0.3897,0.0245,0.487693,0.489112,0.001418,0.872206,0.870114,0.002092,9.271826,9.380738,0.108913,0.009665,0.009750,0.000085,0
222,54.4853,49.3441,1.1042,0.9056,1.2812,0.0302,0.463413,0.463418,0.000005,0.700239,0.700170,0.000069,21.435170,21.436968,0.001798,0.012161,0.012162,0.000001,1
223,53.3445,64.6379,0.8253,1.2117,0.8853,0.0204,0.283378,0.283399,0.000021,0.301794,0.302603,0.000809,17.498418,17.519120,0.020702,0.024511,0.024538,0.000027,0
224,44.0901,44.1664,0.9983,1.0017,0.2069,0.0253,0.509581,0.509793,0.000211,0.552138,0.552135,0.000002,7.933161,7.933135,0.000026,0.038699,0.038683,0.000016,1
225,52.7769,37.3768,1.4120,0.7082,0.3432,0.0268,0.453488,0.470083,0.016595,0.928711,0.919655,0.009056,4.209673,4.632321,0.422649,0.009712,0.010321,0.000609,0
226,60.6580,47.2267,1.2844,0.7786,0.1128,0.0557,0.349908,0.532765,0.182857,0.987526,0.946224,0.041302,0.657959,2.290459,1.632500,0.004532,0.011603,0.007071,0
227,49.2080,63.9515,0.7695,1.2996,1.4350,0.0579,0.509948,0.510097,0.000149,0.504960,0.505982,0.001022,23.514416,23.513623,0.000793,0.013271,0.013266,0.000004,0
228,42.4677,31.2851,1.3574,0.7367,1.3904,0.0392,0.225613,0.235108,0.009495,0.931411,0.921940,0.009471,6.618973,7.345490,0.726517,0.011699,0.012471,0.000771,0
229,67.0650,80.1944,0.8363,1.1958,0.9996,0.0486,0.304143,0.305265,0.001122,0.391254,0.359352,0.031902,25.749043,25.068632,0.680411,0.018832,0.018265,0.000566,0
230,59.0429,70.5122,0.8373,1.1943,0.7604,0.0369,0.230520,0.230582,0.000062,0.260079,0.257446,0.002634,16.702581,16.614459,0.088122,0.027335,0.027184,0.000151,0
231,41.2629,51.3163,0.8041,1.2436,0.5291,0.0402,0.356610,0.356709,0.000099,0.264703,0.265911,0.001207,9.825757,9.848264,0.022507,0.030583,0.030642,0.000059,0
232,35.4985,35.0936,1.0115,0.9886,0.3369,0.0469,0.173536,0.173535,0.000001,0.625884,0.625668,0.000216,7.806960,7.808292,0.001332,0.105976,0.105742,0.000234,1
233,24.6474,23.9686,1.0283,0.9725,0.2625,0.0261,0.259000,0.258997,0.000003,0.628732,0.628561,0.000171,4.773501,4.774148,0.000647,0.115563,0.115347,0.000216,1
234,23.7483,20.4415,1.1618,0.8608,1.0640,0.0286,0.178211,0.178659,0.000447,0.858414,0.857467,0.000947,5.494125,5.520245,0.026120,0.051377,0.051497,0.000120,0
235,35.6139,43.3613,0.8213,1.2175,1.1018,0.0349,0.418184,0.418188,0.000003,0.443782,0.444380,0.000599,14.765180,14.768261,0.003081,0.025266,0.025270,0.000004,0
236,44.1780,47.2481,0.9350,1.0695,0.1929,0.0428,0.399617,0.399612,0.000005,0.402086,0.402161,0.000075,7.506966,7.507255,0.000289,0.049890,0.049891,0.000002,1
237,49.8050,37.8458,1.3160,0.7599,0.4753,0.0466,0.459421,0.460315,0.000894,0.863279,0.861553,0.001725,7.520440,7.587212,0.066772,0.013883,0.013974,0.000091,0
238,60.0555,61.9826,0.9689,1.0321,0.9681,0.0555,0.258206,0.258337,0.000131,0.584752,0.584745,0.000007,23.039032,23.038940,0.000092,0.025556,0.025544,0.000012,1
239,31.0581,41.2427,0.7531,1.3279,1.4258,0.0233,0.460044,0.460052,0.000009,0.428097,0.429515,0.001418,14.553928,14.563276,0.009348,0.023003,0.023013,0.000011,0
240,22.6057,27.9898,0.8076,1.2382,1.1923,0.0339,0.491173,0.491176,0.000004,0.478129,0.478752,0.000623,9.832694,9.833520,0.000826,0.032855,0.032858,0.000002,0
241,31.3218,37.3620,0.8383,1.1928,1.2753,0.0256,0.294877,0.294879,0.000002,0.395516,0.396148,0.000631,13.624171,13.629935,0.005764,0.036930,0.036932,0.000002,0
242,25.1875,34.4565,0.7310,1.3680,0.2369,0.0328,0.353827,0.419660,0.065833,0.045663,0.089825,0.044162,1.175656,1.993258,0.817603,0.022113,0.030940,0.008827,0
243,44.9727,51.5404,0.8726,1.1460,0.8968,0.0294,0.391316,0.391314,0.000002,0.455697,0.455941,0.000244,16.885606,16.886708,0.001102,0.023790,0.023792,0.000002,1
244,57.5140,40.5104,1.4197,0.7044,0.9049,0.0231,0.316802,0.323213,0.006411,0.916657,0.910836,0.005821,8.388451,8.848326,0.459875,0.008846,0.009166,0.000320,0
245,76.8688,104.0644,0.7387,1.3538,0.1617,0.0438,0.364106,0.542837,0.178731,0.025767,0.125098,0.099331,1.853105,6.370572,4.517466,0.005325,0.008408,0.003082,0
246,63.3039,56.8261,1.1140,0.8977,0.5479,0.0324,0.449374,0.449371,0.000003,0.706853,0.706731,0.000123,16.120446,16.123241,0.002795,0.016338,0.016341,0.000003,1
247,53.5240,44.8453,1.1935,0.8379,0.4282,0.0315,0.179664,0.201605,0.021941,0.953335,0.929917,0.023418,3.418313,4.746181,1.327868,0.015509,0.019030,0.003521,0
248,24.1383,32.8366,0.7351,1.3604,0.7227,0.0586,0.405013,0.405185,0.000172,0.274698,0.277796,0.003097,6.843320,6.880926,0.037606,0.040127,0.040251,0.000124,0
249,50.1419,35.6146,1.4079,0.7103,0.6473,0.0328,0.333941,0.347507,0.013566,0.931458,0.921451,0.010007,5.329565,5.944956,0.615391,0.009806,0.010499,0.000693,0
250,46.4998,40.5207,1.1476,0.8714,0.4568,0.0388,0.182435,0.186421,0.003986,0.906852,0.901751,0.005102,5.235041,5.454467,0.219426,0.029055,0.029658,0.000603,1
251,20.5878,26.5451,0.7756,1.2894,0.4748,0.0357,0.469919,0.470033,0.000113,0.284149,0.285667,0.001517,4.809514,4.821648,0.012134,0.050853,0.050968,0.000115,0
252,65.3694,58.7557,1.1126,0.8988,0.4270,0.0245,0.473460,0.473454,0.000005,0.703084,0.702957,0.000127,14.782729,14.785327,0.002598,0.017111,0.017114,0.000003,1
253,60.1672,79.8537,0.7535,1.3272,0.5592,0.0432,0.158325,0.278971,0.120646,0.016695,0.061171,0.044475,1.867790,5.523995,3.656205,0.005827,0.011990,0.006163,0
254,23.7757,24.6037,0.9664,1.0348,0.4270,0.0434,0.278459,0.278609,0.000151,0.501853,0.501841,0.000012,6.198203,6.198216,0.000013,0.092211,0.092211,0.000000,1
255,39.7668,38.7117,1.0273,0.9735,0.4048,0.0359,0.268937,0.268935,0.000002,0.628405,0.628310,0.000095,9.565835,9.566502,0.000667,0.055569,0.055503,0.000066,1
256,50.9751,67.6451,0.7536,1.3270,1.1800,0.0294,0.421688,0.421707,0.000019,0.377149,0.378790,0.001642,21.035018,21.063025,0.028007,0.016268,0.016286,0.000018,0
257,22.1039,28.1935,0.7840,1.2755,0.9613,0.0247,0.319964,0.320017,0.000054,0.293564,0.295842,0.002278,7.460641,7.487139,0.026498,0.049647,0.049662,0.000015,0
258,29.7855,24.1160,1.2351,0.8097,0.8195,0.0216,0.279545,0.279903,0.000358,0.848728,0.847559,0.001169,6.322278,6.355599,0.033321,0.031107,0.031210,0.000103,0
259,43.8502,41.9364,1.0456,0.9564,0.8383,0.0373,0.259696,0.259701,0.000005,0.669367,0.669338,0.000029,14.551358,14.551616,0.000259,0.034759,0.034759,0.000000,1
260,43.8539,49.8001,0.8806,1.1356,0.1844,0.0289,0.299467,0.299963,0.000495,0.188588,0.189706,0.001118,5.086615,5.105198,0.018583,0.047901,0.047947,0.000047,1
261,38.9758,51.0499,0.7635,1.3098,1.2641,0.0303,0.157080,0.161886,0.004806,0.110662,0.119936,0.009274,8.275541,8.768544,0.493002,0.027435,0.028296,0.000861,0
262,35.2770,39.3782,0.8959,1.1163,0.2338,0.0404,0.380537,0.380538,0.000001,0.324756,0.325333,0.000577,6.136996,6.141352,0.004356,0.055434,0.055390,0.000044,1
263,66.1257,72.0150,0.9182,1.0891,1.4723,0.0286,0.506517,0.506632,0.000115,0.593676,0.589456,0.004220,31.122607,31.200759,0.078152,0.009545,0.009566,0.000022,1
264,50.1364,66.8182,0.7503,1.3327,0.1557,0.0591,0.363520,0.442916,0.079396,0.030986,0.099437,0.068451,1.382701,3.463772,2.081071,0.009718,0.017557,0.007839,0
265,23.6512,24.5041,0.9652,1.0361,1.3933,0.0552,0.337957,0.338116,0.000159,0.619264,0.619262,0.000001,10.636042,10.635931,0.000111,0.040380,0.040365,0.000014,1
266,71.0807,58.3663,1.2178,0.8211,0.8968,0.0408,0.184498,0.191505,0.007007,0.922872,0.915720,0.007152,9.733417,10.446193,0.712776,0.011644,0.012012,0.000368,0
267,27.8976,24.6042,1.1339,0.8819,0.2083,0.0413,0.314263,0.314733,0.000471,0.843161,0.842189,0.000972,3.057417,3.070192,0.012775,0.060022,0.060092,0.000070,1
268,60.0244,78.1369,0.7682,1.3018,1.4504,0.0359,0.534960,0.535210,0.000250,0.497485,0.485681,0.011804,28.838067,28.820074,0.017993,0.010316,0.010305,0.000011,0
269,70.4819,73.4391,0.9597,1.0420,0.3832,0.0229,0.545520,0.545735,0.000215,0.529159,0.523147,0.006012,17.359253,17.376448,0.017195,0.016717,0.016729,0.000013,1
270,47.5344,49.6669,0.9571,1.0449,0.4909,0.0238,0.190297,0.190295,0.000002,0.430619,0.430657,0.000038,13.084609,13.084749,0.000140,0.061995,0.061997,0.000001,1
271,36.5899,25.9279,1.4112,0.7086,0.1048,0.0588,0.204103,0.723420,0.519317,1.000000,0.946723,0.053277,0.000003,1.324084,1.324081,0.000000,0.013866,0.013866,0
272,36.2658,50.5040,0.7181,1.3926,1.3926,0.0583,0.370063,0.370146,0.000083,0.361583,0.364540,0.002957,16.035309,16.079422,0.044113,0.023658,0.023693,0.000035,0
273,55.9685,67.7792,0.8257,1.2110,1.0659,0.0478,0.434555,0.434568,0.000014,0.464574,0.465118,0.000543,22.961745,22.964466,0.002721,0.015825,0.015826,0.000001,0
274,21.2067,17.2635,1.2284,0.8141,0.9167,0.0243,0.424630,0.424646,0.000016,0.777579,0.777028,0.000551,6.049734,6.058164,0.008430,0.034558,0.034605,0.000047,0
275,48.8052,35.9246,1.3585,0.7361,0.5704,0.0368,0.167920,0.315244,0.147324,0.995918,0.949551,0.046367,0.444684,4.000096,3.555412,0.001949,0.011276,0.009327,0
276,77.1105,62.1233,1.2412,0.8056,0.8460,0.0492,0.456809,0.457293,0.000485,0.794895,0.806663,0.011769,20.157662,19.452838,0.704824,0.008772,0.008452,0.000321,0
277,37.8185,45.1237,0.8381,1.1932,0.4239,0.0471,0.524255,0.524253,0.000001,0.386587,0.387117,0.000530,9.423923,9.427574,0.003651,0.029646,0.029658,0.000012,0
278,70.8097,56.1001,1.2622,0.7923,0.7832,0.0394,0.431173,0.431259,0.000086,0.811075,0.810262,0.000813,16.946301,16.991251,0.044951,0.010008,0.010032,0.000023,0
279,62.7308,58.2414,1.0771,0.9284,0.3176,0.0345,0.164319,0.164520,0.000200,0.833091,0.831541,0.001550,8.840608,8.893890,0.053282,0.043053,0.043035,0.000018,1
280,50.6217,69.7586,0.7257,1.3780,0.5710,0.0336,0.349677,0.353151,0.003475,0.156540,0.161837,0.005297,9.174672,9.377653,0.202981,0.017931,0.018164,0.000233,0
281,51.7826,49.3478,1.0493,0.9530,0.4751,0.0332,0.288200,0.288197,0.000003,0.663154,0.663122,0.000033,13.031618,13.031896,0.000278,0.035491,0.035492,0.000001,1
282,54.1465,74.3870,0.7279,1.3738,0.7194,0.0585,0.229226,0.241729,0.012503,0.093462,0.110003,0.016541,7.669365,8.644840,0.975475,0.015863,0.016887,0.001024,0
