tick,S,K,moneyness_SK,moneyness_KS,T,r,true_iv,fpga_iv,abs_err,true_delta,fpga_delta,delta_err,true_vega,fpga_vega,vega_err,true_gamma,fpga_gamma,gamma_err,is_liquid
7376,40.2814,52.2797,0.7705,1.2979,0.9426,0.0479,0.237735,0.238127,0.000393,0.206483,0.208831,0.002348,11.159266,11.233916,0.074649,0.030691,0.030843,0.000153,0
7377,35.8519,42.3514,0.8465,1.1813,0.1782,0.0440,0.481602,0.481753,0.000151,0.248509,0.249223,0.000714,4.794512,4.801736,0.007224,0.043456,0.043506,0.000050,0
7378,58.0505,41.2008,1.4090,0.7097,0.3379,0.0309,0.303154,0.388170,0.085016,0.981824,0.937236,0.044588,1.506234,4.219881,2.713648,0.004363,0.008875,0.004512,0
7379,74.3583,101.4012,0.7333,1.3637,1.4547,0.0213,0.267411,0.282883,0.015472,0.240519,0.163977,0.076542,27.913371,22.174789,5.738583,0.012978,0.009755,0.003223,0
7380,31.2741,40.2722,0.7766,1.2877,0.4427,0.0342,0.283427,0.289832,0.006405,0.121725,0.128526,0.006801,4.204570,4.369232,0.164662,0.034261,0.034945,0.000684,0
7381,27.4764,21.3179,1.2889,0.7759,1.4344,0.0572,0.254984,0.257219,0.002235,0.894812,0.891763,0.003048,5.991570,6.123332,0.131761,0.021699,0.021948,0.000250,0
7382,54.3754,73.3610,0.7412,1.3492,1.3581,0.0482,0.211794,0.212216,0.000422,0.204759,0.208053,0.003295,17.991866,18.162627,0.170761,0.021155,0.021306,0.000151,0
7383,56.8456,42.5632,1.3356,0.7488,1.3909,0.0216,0.211892,0.217408,0.005516,0.919735,0.912752,0.006984,9.991666,10.671724,0.680058,0.010492,0.010908,0.000416,0
7384,44.1762,42.8766,1.0303,0.9706,0.4701,0.0442,0.461167,0.461163,0.000004,0.624858,0.624838,0.000020,11.487190,11.487241,0.000051,0.027149,0.027147,0.000003,1
7385,69.0811,52.7944,1.3085,0.7642,0.6386,0.0510,0.337310,0.340227,0.002916,0.894904,0.891914,0.002990,10.044466,10.261664,0.217199,0.009772,0.009903,0.000132,0
7386,37.7380,28.8537,1.3079,0.7646,0.5819,0.0492,0.332269,0.336510,0.004241,0.902969,0.899184,0.003785,4.941724,5.090263,0.148539,0.017948,0.018275,0.000327,0
7387,33.5502,41.9009,0.8007,1.2489,1.2792,0.0580,0.482395,0.482532,0.000137,0.500588,0.501295,0.000707,15.138153,15.138120,0.000034,0.021794,0.021788,0.000006,0
7388,74.6477,104.3712,0.7152,1.3982,1.2148,0.0445,0.489586,0.502335,0.012750,0.400882,0.321275,0.079607,31.804187,29.470373,2.333814,0.009597,0.008666,0.000931,0
7389,55.5034,77.0811,0.7201,1.3888,0.8654,0.0335,0.526147,0.526296,0.000149,0.356795,0.350256,0.006539,19.257200,19.130033,0.127167,0.013728,0.013634,0.000094,0
7390,48.7521,51.2527,0.9512,1.0513,1.4375,0.0285,0.363398,0.363486,0.000088,0.578171,0.578179,0.000008,22.870031,22.869781,0.000250,0.018420,0.018416,0.000004,1
7391,76.2883,63.3840,1.2036,0.8308,1.3378,0.0387,0.221438,0.222538,0.001100,0.853974,0.867158,0.013184,20.206744,18.953697,1.253047,0.011721,0.010949,0.000771,0
7392,62.6814,64.3217,0.9745,1.0262,0.9101,0.0322,0.487523,0.487625,0.000103,0.594864,0.594865,0.000001,23.177867,23.177643,0.000225,0.013296,0.013293,0.000003,1
7393,69.4711,65.0974,1.0672,0.9370,0.3914,0.0409,0.486485,0.486509,0.000024,0.662169,0.666130,0.003961,15.885766,15.812541,0.073226,0.017287,0.017210,0.000077,1
7394,51.2864,64.8667,0.7906,1.2648,1.1460,0.0485,0.323467,0.323492,0.000024,0.365129,0.366334,0.001204,20.639253,20.661674,0.022421,0.021167,0.021189,0.000021,0
7395,79.8315,105.5836,0.7561,1.3226,1.0285,0.0558,0.283134,0.304820,0.021686,0.264229,0.167769,0.096460,26.479292,20.315774,6.163519,0.014268,0.010182,0.004086,0
7396,65.4006,62.3701,1.0486,0.9537,0.2711,0.0594,0.486180,0.486174,0.000005,0.647157,0.647087,0.000070,12.650268,12.650977,0.000709,0.022438,0.022420,0.000018,1
7397,68.6142,57.1941,1.1997,0.8336,0.1204,0.0456,0.546289,0.547719,0.001430,0.860866,0.859636,0.001229,5.276418,5.309424,0.033005,0.017043,0.017105,0.000063,0
7398,31.9645,32.7948,0.9747,1.0260,0.7658,0.0225,0.479930,0.480038,0.000108,0.575324,0.575324,0.000000,10.959434,10.959360,0.000074,0.029187,0.029181,0.000006,1
7399,41.0340,48.4842,0.8463,1.1816,0.6219,0.0362,0.157263,0.158928,0.001665,0.135273,0.139621,0.004348,7.035590,7.191123,0.155533,0.042724,0.043095,0.000372,0
7400,58.7243,44.1806,1.3292,0.7523,0.3946,0.0584,0.329546,0.354489,0.024942,0.944026,0.928115,0.015911,4.161069,5.093043,0.931974,0.009278,0.010511,0.001233,0
7401,57.7740,43.1287,1.3396,0.7465,0.9175,0.0501,0.539734,0.539864,0.000131,0.819334,0.818192,0.001143,14.554905,14.612786,0.057881,0.008805,0.008836,0.000030,0
7402,78.2165,107.6851,0.7263,1.3768,0.9342,0.0455,0.498741,0.517381,0.018640,0.369162,0.279311,0.089851,28.522612,25.417315,3.105297,0.010007,0.008589,0.001417,0
7403,29.1647,34.1478,0.8541,1.1709,0.9164,0.0307,0.547266,0.547366,0.000101,0.505782,0.506048,0.000266,11.136689,11.136596,0.000093,0.026108,0.026103,0.000005,1
7404,74.7795,55.6845,1.3429,0.7446,1.1651,0.0232,0.475645,0.475728,0.000083,0.811558,0.813357,0.001799,21.793087,21.664540,0.128547,0.007032,0.006990,0.000042,0
7405,35.9545,31.7123,1.1338,0.8820,1.2185,0.0364,0.160511,0.160856,0.000345,0.852516,0.850692,0.001824,9.149626,9.226694,0.077068,0.036189,0.036220,0.000031,1
7406,76.7608,55.3019,1.3880,0.7204,0.4991,0.0361,0.425570,0.431609,0.006039,0.903338,0.904428,0.001090,9.283817,9.225957,0.057861,0.007417,0.007273,0.000145,0
7407,51.8082,56.4390,0.9180,1.0894,0.6304,0.0223,0.364533,0.364528,0.000004,0.459174,0.459263,0.000089,16.324854,16.325183,0.000329,0.026465,0.026466,0.000001,1
7408,31.9205,33.2080,0.9612,1.0403,0.9103,0.0440,0.410994,0.411106,0.000111,0.578205,0.578212,0.000006,11.915947,11.915823,0.000123,0.031257,0.031249,0.000008,1
7409,57.2942,56.5819,1.0126,0.9876,0.3843,0.0239,0.487974,0.488129,0.000155,0.588229,0.588218,0.000011,13.822339,13.822310,0.000028,0.022452,0.022446,0.000006,1
7410,24.3983,20.2979,1.2020,0.8319,0.5348,0.0374,0.311748,0.312100,0.000352,0.843482,0.842492,0.000990,4.278970,4.297226,0.018256,0.043116,0.043214,0.000098,0
7411,50.7572,53.4962,0.9488,1.0540,1.4868,0.0357,0.301848,0.301948,0.000100,0.573491,0.573508,0.000017,24.270912,24.270557,0.000355,0.020991,0.020984,0.000007,1
7412,24.2647,31.3186,0.7748,1.2907,0.1506,0.0308,0.390925,0.447610,0.056685,0.057543,0.087329,0.029786,1.085461,1.499883,0.414421,0.031317,0.038209,0.006892,0
7413,55.4393,74.0916,0.7483,1.3364,1.3698,0.0256,0.548181,0.548188,0.000007,0.469509,0.468646,0.000863,25.809989,25.805600,0.004390,0.011183,0.011181,0.000002,0
7414,52.9820,62.0458,0.8539,1.1711,0.1345,0.0227,0.297002,0.314153,0.017152,0.085768,0.098248,0.012480,3.044276,3.372705,0.328429,0.027144,0.028673,0.001529,1
7415,52.2166,45.9073,1.1374,0.8792,0.9070,0.0281,0.547961,0.547958,0.000003,0.711095,0.710965,0.000131,16.992760,16.996027,0.003267,0.012539,0.012542,0.000002,1
7416,67.5613,85.8220,0.7872,1.2703,0.3846,0.0229,0.418136,0.425821,0.007685,0.223915,0.179973,0.043942,12.531542,10.993465,1.538078,0.017072,0.014712,0.002360,0
7417,70.6906,57.6247,1.2267,0.8152,1.3736,0.0344,0.172803,0.176451,0.003647,0.910466,0.906149,0.004317,13.402093,13.909485,0.507392,0.011299,0.011519,0.000219,0
7418,20.4266,28.2788,0.7223,1.3844,0.4763,0.0316,0.361933,0.369201,0.007269,0.131992,0.140711,0.008719,3.013691,3.149307,0.135616,0.041899,0.042884,0.000985,0
7419,45.7271,57.2844,0.7982,1.2527,0.5353,0.0242,0.406258,0.406331,0.000073,0.285736,0.287019,0.001284,11.372606,11.396591,0.023985,0.025008,0.025045,0.000037,0
7420,68.3248,91.8729,0.7437,1.3446,0.7566,0.0387,0.172022,0.279757,0.107735,0.043780,0.062512,0.018732,5.509738,7.410526,1.900788,0.009069,0.008986,0.000082,0
7421,49.2959,43.6597,1.1291,0.8857,0.4404,0.0307,0.218154,0.218473,0.000319,0.842392,0.841734,0.000658,7.881880,7.904302,0.022421,0.033757,0.033797,0.000041,1
7422,49.6805,36.2367,1.3710,0.7294,0.7521,0.0447,0.362421,0.365522,0.003101,0.897608,0.894187,0.003421,7.692804,7.888326,0.195522,0.011434,0.011627,0.000192,0
7423,36.1779,34.4582,1.0499,0.9525,0.7105,0.0543,0.179725,0.179749,0.000024,0.742731,0.742652,0.000079,9.837576,9.838929,0.001353,0.058860,0.058852,0.000008,1
7424,33.0851,27.6067,1.1984,0.8344,0.3477,0.0454,0.201357,0.231641,0.030285,0.957004,0.933710,0.023293,1.782460,2.538146,0.755686,0.023260,0.029269,0.006009,0
7425,34.2680,25.4993,1.3439,0.7441,1.2832,0.0228,0.206740,0.216920,0.010180,0.933745,0.923199,0.010546,4.995387,5.626331,0.630944,0.016036,0.017260,0.001224,0
7426,67.4642,67.8346,0.9945,1.0055,1.0576,0.0201,0.358539,0.358633,0.000094,0.589881,0.589547,0.000334,26.972794,26.977823,0.005029,0.015629,0.015628,0.000001,1
7427,23.2722,18.6774,1.2460,0.8026,0.7049,0.0393,0.284928,0.286117,0.001188,0.875914,0.873696,0.002218,4.001620,4.053427,0.051807,0.036787,0.037018,0.000232,0
7428,24.6236,25.4720,0.9667,1.0345,0.5361,0.0406,0.492613,0.492745,0.000132,0.558332,0.558335,0.000003,7.115564,7.115521,0.000043,0.044438,0.044428,0.000010,1
7429,37.1099,31.4851,1.1786,0.8484,0.8924,0.0313,0.454184,0.454188,0.000004,0.746213,0.745892,0.000321,11.229154,11.236351,0.007197,0.020117,0.020121,0.000005,0
7430,24.7188,25.3625,0.9746,1.0260,1.4333,0.0211,0.250613,0.250698,0.000084,0.565671,0.565667,0.000004,11.645947,11.645902,0.000045,0.053060,0.053047,0.000013,1
7431,52.8410,48.3595,1.0927,0.9152,1.4484,0.0221,0.357257,0.357259,0.000001,0.689918,0.689871,0.000046,22.438322,22.439350,0.001029,0.015530,0.015542,0.000012,1
7432,62.0771,68.1376,0.9111,1.0976,1.1691,0.0262,0.326727,0.326729,0.000002,0.499912,0.498299,0.001613,26.777677,26.777486,0.000191,0.018191,0.018177,0.000014,1
7433,49.7867,41.6236,1.1961,0.8360,0.4051,0.0275,0.343561,0.343853,0.000293,0.836250,0.835328,0.000923,7.827772,7.856919,0.029147,0.022688,0.022733,0.000045,0
7434,50.6015,56.4940,0.8957,1.1164,0.9535,0.0592,0.334686,0.334712,0.000027,0.499605,0.499839,0.000234,19.712065,19.712116,0.000050,0.024124,0.024110,0.000014,1
7435,34.3504,41.7349,0.8231,1.2150,1.1572,0.0473,0.510216,0.510325,0.000109,0.507750,0.508220,0.000471,14.738937,14.738607,0.000331,0.021156,0.021151,0.000005,0
7436,71.7820,89.1977,0.8048,1.2426,0.3908,0.0280,0.336541,0.350569,0.014028,0.190697,0.138955,0.051742,12.204472,9.939693,2.264779,0.018010,0.014118,0.003892,0
7437,26.3778,34.4015,0.7668,1.3042,0.1982,0.0598,0.210146,0.300000,0.089854,0.003848,0.000000,0.003848,0.134401,0.000000,0.134401,0.004637,0.000000,0.004637,0
7438,61.8921,47.7592,1.2959,0.7717,1.4540,0.0592,0.190052,0.206997,0.016944,0.947535,0.931441,0.016095,7.997550,9.951551,1.954000,0.007555,0.008666,0.001111,0
7439,69.0133,61.6181,1.1200,0.8928,0.1854,0.0503,0.311016,0.311503,0.000488,0.837175,0.840797,0.003622,7.313396,7.207506,0.105889,0.026628,0.026201,0.000427,1
7440,25.7424,20.4735,1.2574,0.7953,0.2697,0.0579,0.277555,0.323081,0.045526,0.961569,0.935418,0.026151,1.115119,1.706668,0.591549,0.022479,0.029747,0.007268,0
7441,53.7382,57.7184,0.9310,1.0741,1.0776,0.0562,0.498619,0.498746,0.000127,0.593975,0.593993,0.000017,21.634492,21.634068,0.000423,0.013943,0.013941,0.000002,1
7442,59.7314,57.2419,1.0435,0.9583,0.1953,0.0538,0.311419,0.311415,0.000003,0.675244,0.675212,0.000032,9.497219,9.497435,0.000216,0.043771,0.043773,0.000001,1
7443,22.8437,27.1021,0.8429,1.1864,1.3186,0.0570,0.435177,0.435317,0.000140,0.523200,0.523628,0.000427,10.447100,10.446434,0.000666,0.034889,0.034864,0.000025,0
7444,74.5927,98.6676,0.7560,1.3228,1.4698,0.0563,0.224453,0.236456,0.012003,0.278418,0.189882,0.088536,30.357533,24.530667,5.826865,0.016539,0.012669,0.003870,0
7445,60.5518,49.1335,1.2324,0.8114,0.9308,0.0565,0.455466,0.455539,0.000073,0.792447,0.791915,0.000532,16.721004,16.746125,0.025121,0.010757,0.010771,0.000014,0
7446,35.5242,42.4757,0.8363,1.1957,1.2523,0.0515,0.297917,0.297950,0.000033,0.430184,0.430789,0.000606,15.616075,15.620197,0.004122,0.033168,0.033172,0.000004,0
7447,49.0707,40.8919,1.2000,0.8333,0.8274,0.0560,0.162366,0.178941,0.016575,0.947608,0.929966,0.017642,4.777786,6.045215,1.267429,0.014770,0.017103,0.002333,0
7448,31.9004,30.9177,1.0318,0.9692,0.3081,0.0290,0.305937,0.305933,0.000004,0.626158,0.626068,0.000090,6.707526,6.707956,0.000430,0.069933,0.069856,0.000077,1
7449,64.1664,72.1759,0.8890,1.1248,0.7121,0.0442,0.419137,0.419231,0.000094,0.473371,0.464970,0.008402,21.554088,21.518850,0.035239,0.017539,0.017506,0.000032,1
7450,57.8948,46.2751,1.2511,0.7993,0.5262,0.0471,0.411824,0.412111,0.000286,0.837001,0.836053,0.000947,10.343107,10.382895,0.039787,0.014239,0.014284,0.000045,0
7451,74.2357,88.7101,0.8368,1.1950,1.3012,0.0432,0.476389,0.478229,0.001840,0.518914,0.484574,0.034341,33.745257,33.757981,0.012724,0.009878,0.009844,0.000034,0
7452,56.7632,42.7998,1.3263,0.7540,0.8440,0.0556,0.290300,0.296266,0.005966,0.914360,0.909276,0.005084,8.160535,8.541651,0.381116,0.010337,0.010632,0.000295,0
7453,64.5820,71.9246,0.8979,1.1137,0.7285,0.0496,0.370270,0.370365,0.000095,0.472793,0.463987,0.008806,21.940038,21.901485,0.038553,0.019500,0.019461,0.000039,1
7454,62.5843,45.2195,1.3840,0.7225,0.7715,0.0580,0.319158,0.330119,0.010961,0.927737,0.919126,0.008611,7.563510,8.276516,0.713005,0.007842,0.008287,0.000445,0
7455,72.3936,93.9013,0.7710,1.2971,0.9794,0.0416,0.331329,0.339487,0.008158,0.306722,0.238427,0.068295,25.157803,22.191686,2.966117,0.014793,0.012740,0.002053,0
7456,31.4591,39.0137,0.8064,1.2401,0.7425,0.0272,0.534338,0.534337,0.000001,0.423318,0.424041,0.000723,10.613836,10.617537,0.003702,0.027032,0.027042,0.000009,0
7457,44.9452,39.9216,1.1258,0.8882,1.0962,0.0564,0.404561,0.404617,0.000056,0.738131,0.738000,0.000130,15.319827,15.323400,0.003573,0.017101,0.017103,0.000002,1
7458,37.1410,51.2429,0.7248,1.3797,0.3317,0.0552,0.224990,0.318434,0.093444,0.011379,0.101246,0.089867,0.638025,3.794358,3.156333,0.006197,0.022013,0.015816,0
7459,41.7737,49.4690,0.8444,1.1842,0.3992,0.0360,0.246780,0.247419,0.000639,0.180312,0.181719,0.001407,6.932921,6.966910,0.033989,0.040332,0.040429,0.000098,0
7460,21.1499,26.0766,0.8111,1.2329,1.3557,0.0261,0.407955,0.407956,0.000001,0.448786,0.449449,0.000663,9.743273,9.745325,0.002053,0.039383,0.039389,0.000007,0
7461,27.9672,20.4929,1.3647,0.7327,1.3348,0.0205,0.190846,0.208346,0.017500,0.949997,0.931139,0.018858,3.332657,4.322386,0.989729,0.016726,0.019700,0.002975,0
7462,62.2968,80.0702,0.7780,1.2853,0.7783,0.0332,0.215578,0.223333,0.007754,0.138160,0.119993,0.018167,12.122739,11.000651,1.122088,0.018618,0.016270,0.002348,0
7463,68.2772,57.0066,1.1977,0.8349,0.6797,0.0258,0.394417,0.394436,0.000019,0.779741,0.779271,0.000470,16.678542,16.698651,0.020109,0.013345,0.013361,0.000015,0
7464,32.4058,23.2933,1.3912,0.7188,0.7673,0.0481,0.507140,0.507619,0.000479,0.852760,0.850969,0.001791,6.536932,6.591145,0.054213,0.015996,0.016112,0.000115,0
7465,47.5875,53.9871,0.8815,1.1345,0.3703,0.0556,0.276823,0.276834,0.000011,0.293731,0.294102,0.000371,9.972035,9.977656,0.005621,0.042955,0.042976,0.000022,1
7466,61.8940,61.5396,1.0058,0.9943,0.9453,0.0465,0.220205,0.220222,0.000018,0.632832,0.632775,0.000057,22.663789,22.664660,0.000872,0.028421,0.028398,0.000023,1
7467,50.1621,56.9186,0.8813,1.1347,0.6596,0.0545,0.538440,0.538564,0.000125,0.504769,0.505122,0.000353,16.251841,16.251689,0.000152,0.018185,0.018161,0.000024,1
7468,77.4987,62.2026,1.2459,0.8026,0.6421,0.0593,0.367695,0.369135,0.001441,0.846786,0.860772,0.013986,14.685373,13.774503,0.910871,0.010356,0.009673,0.000682,0
7469,45.3059,56.6136,0.8003,1.2496,0.3130,0.0538,0.304900,0.309408,0.004509,0.130890,0.137558,0.006668,5.387309,5.575984,0.188675,0.027503,0.027919,0.000416,0
7470,43.2459,46.5663,0.9287,1.0768,0.1552,0.0581,0.404915,0.404910,0.000005,0.371685,0.371814,0.000129,6.443002,6.443641,0.000638,0.054805,0.054800,0.000004,1
7471,68.3596,78.8304,0.8672,1.1532,0.8083,0.0202,0.192470,0.193943,0.001473,0.260265,0.223989,0.036276,19.945775,18.385087,1.560687,0.027435,0.025139,0.002297,1
7472,21.2909,16.0480,1.3267,0.7537,1.0253,0.0479,0.392219,0.392608,0.000389,0.849440,0.848020,0.001420,5.039109,5.071394,0.032285,0.027643,0.027777,0.000134,0
7473,30.5307,22.2448,1.3725,0.7286,1.2809,0.0347,0.200710,0.224565,0.023856,0.955701,0.935307,0.020394,3.234044,4.416578,1.182534,0.013496,0.016556,0.003060,0
7474,79.8041,56.8517,1.4037,0.7124,0.5284,0.0263,0.410897,0.420406,0.009510,0.908436,0.913478,0.005042,9.541669,9.177937,0.363732,0.006900,0.006475,0.000425,0
7475,76.7058,78.4658,0.9776,1.0229,0.1286,0.0457,0.355377,0.355623,0.000246,0.472830,0.458024,0.014806,10.949510,10.914133,0.035378,0.040712,0.040499,0.000213,1
7476,37.6556,38.3948,0.9807,1.0196,1.3352,0.0234,0.502879,0.502963,0.000084,0.622050,0.622051,0.000000,16.539988,16.539787,0.000201,0.017372,0.017369,0.000003,1
7477,34.3321,36.8272,0.9322,1.0727,0.4365,0.0525,0.196840,0.196840,0.000000,0.382802,0.382913,0.000111,8.655791,8.656442,0.000651,0.085467,0.085469,0.000002,1
7478,37.9925,39.4477,0.9631,1.0383,0.3695,0.0369,0.449826,0.449985,0.000159,0.519586,0.519600,0.000014,9.201846,9.201829,0.000018,0.038358,0.038346,0.000012,1
7479,76.5429,89.2842,0.8573,1.1665,0.9704,0.0508,0.388435,0.391067,0.002632,0.467213,0.422081,0.045133,29.979400,29.505229,0.474172,0.013575,0.013279,0.000296,1
7480,72.2105,80.6471,0.8954,1.1168,1.2936,0.0222,0.232485,0.233228,0.000742,0.429747,0.398864,0.030883,32.255532,31.705986,0.549546,0.020569,0.020167,0.000402,1
7481,75.9496,71.6029,1.0607,0.9428,0.7068,0.0343,0.154114,0.154506,0.000392,0.760182,0.780952,0.020770,19.842126,18.859263,0.982863,0.031577,0.029979,0.001599,1
7482,40.1129,37.5130,1.0693,0.9352,0.7266,0.0260,0.268741,0.268740,0.000001,0.687759,0.687705,0.000054,12.100476,12.101147,0.000672,0.038514,0.038516,0.000002,1
7483,50.0027,43.4023,1.1521,0.8680,0.9727,0.0283,0.196413,0.196589,0.000177,0.833946,0.833415,0.000531,12.292363,12.318525,0.026162,0.025733,0.025765,0.000032,0
7484,38.3331,48.2312,0.7948,1.2582,0.4356,0.0345,0.366388,0.366772,0.000384,0.221586,0.223863,0.002277,7.522096,7.565922,0.043826,0.032074,0.032151,0.000077,0
7485,31.4737,37.5762,0.8376,1.1939,0.3532,0.0584,0.443124,0.443137,0.000013,0.321711,0.322375,0.000664,6.704364,6.709983,0.005619,0.043238,0.043271,0.000033,0
7486,45.1741,58.0875,0.7777,1.2859,0.3149,0.0597,0.197023,0.306614,0.109591,0.020242,0.063333,0.043091,1.239916,3.190663,1.950748,0.009794,0.019616,0.009822,0
7487,36.4104,34.1492,1.0662,0.9379,1.0551,0.0240,0.475181,0.475274,0.000093,0.665386,0.665333,0.000053,13.618901,13.619520,0.000619,0.020491,0.020511,0.000020,1
7488,43.2881,35.7707,1.2102,0.8263,1.1459,0.0289,0.447494,0.447505,0.000010,0.760198,0.759765,0.000433,14.399100,14.412954,0.013854,0.014985,0.014990,0.000005,0
7489,44.0352,33.2761,1.3233,0.7557,1.0625,0.0460,0.448373,0.448541,0.000168,0.827141,0.826027,0.001114,11.609459,11.657506,0.048047,0.012567,0.012613,0.000046,0
7490,79.5148,94.6686,0.8399,1.1906,0.8994,0.0383,0.287773,0.294577,0.006804,0.353273,0.279361,0.073912,28.026187,25.356440,2.669747,0.017126,0.015140,0.001985,0
7491,46.1116,39.9017,1.1556,0.8653,0.2744,0.0421,0.387959,0.388066,0.000107,0.807893,0.807419,0.000474,6.599330,6.609309,0.009979,0.029154,0.029181,0.000027,0
7492,31.3236,36.0874,0.8680,1.1521,1.2618,0.0319,0.257279,0.257284,0.000005,0.418448,0.418796,0.000348,13.743008,13.745421,0.002413,0.043145,0.043150,0.000005,1
7493,44.8939,55.3027,0.8118,1.2319,0.1257,0.0568,0.157569,0.300000,0.142431,0.000174,0.000000,0.000174,0.010567,0.000000,0.010567,0.000265,0.000000,0.000265,0
7494,39.1223,30.2690,1.2925,0.7737,1.1306,0.0291,0.166334,0.189264,0.022931,0.957727,0.935010,0.022716,3.749105,5.334876,1.585772,0.013025,0.016398,0.003373,0
7495,76.1620,61.4600,1.2392,0.8070,0.8687,0.0384,0.233316,0.237319,0.004003,0.894059,0.902114,0.008055,12.991536,12.287729,0.703807,0.011050,0.010254,0.000796,0
7496,60.6671,48.9938,1.2383,0.8076,0.7893,0.0368,0.384944,0.385027,0.000083,0.810762,0.810044,0.000717,14.589990,14.624091,0.034100,0.013047,0.013073,0.000026,0
7497,44.8061,60.0311,0.7464,1.3398,0.1748,0.0391,0.498607,0.519874,0.021267,0.102737,0.117007,0.014270,3.353040,3.683963,0.330923,0.019162,0.020129,0.000968,0
7498,55.5034,59.1530,0.9383,1.0658,0.9263,0.0562,0.398360,0.398484,0.000125,0.564063,0.564087,0.000024,21.035935,21.035615,0.000320,0.018505,0.018500,0.000005,1
7499,42.2169,38.3460,1.1009,0.9083,1.3038,0.0211,0.466807,0.466891,0.000085,0.690982,0.690921,0.000062,16.983134,16.984296,0.001162,0.015656,0.015654,0.000002,1
7500,61.2366,84.1287,0.7279,1.3738,0.3746,0.0595,0.397322,0.416910,0.019588,0.137235,0.118662,0.018574,8.229022,7.443095,0.785927,0.014746,0.012679,0.002067,0
7501,65.0362,75.6231,0.8600,1.1628,0.6457,0.0270,0.286662,0.287237,0.000576,0.321413,0.299562,0.021851,18.723726,18.158616,0.565110,0.023914,0.023148,0.000766,1
7502,46.9686,42.0670,1.1165,0.8956,1.3940,0.0320,0.389753,0.389766,0.000013,0.714485,0.714425,0.000060,18.842807,18.844312,0.001504,0.015721,0.015738,0.000017,1
7503,71.0147,92.6393,0.7666,1.3045,0.6441,0.0212,0.239065,0.329555,0.090489,0.111525,0.067739,0.043786,10.822782,7.532850,3.289931,0.013938,0.009272,0.004666,0
7504,49.9881,69.5273,0.7190,1.3909,0.6755,0.0383,0.522265,0.522403,0.000138,0.310748,0.313307,0.002559,14.509336,14.560587,0.051251,0.016459,0.016512,0.000053,0
7505,47.3952,39.6213,1.1962,0.8360,0.2356,0.0342,0.243985,0.269894,0.025909,0.949522,0.928079,0.021442,2.390554,3.176947,0.786393,0.018516,0.022038,0.003522,0
7506,47.2451,41.4356,1.1402,0.8770,1.3868,0.0576,0.431344,0.431451,0.000107,0.748395,0.748250,0.000145,17.739968,17.744974,0.005006,0.013286,0.013287,0.000000,1
7507,67.8066,60.8435,1.1144,0.8973,0.4645,0.0333,0.412960,0.412958,0.000002,0.719299,0.719814,0.000515,15.574445,15.560278,0.014167,0.017661,0.017645,0.000016,1
7508,70.7401,95.6132,0.7399,1.3516,1.2760,0.0510,0.157520,0.264637,0.107117,0.107708,0.057639,0.050068,14.799702,9.409110,5.390592,0.014714,0.008828,0.005886,0
7509,52.6743,54.7223,0.9626,1.0389,1.1244,0.0376,0.354852,0.354955,0.000102,0.578919,0.578925,0.000006,21.845736,21.845511,0.000224,0.019733,0.019727,0.000006,1
7510,53.2530,59.8354,0.8900,1.1236,0.8880,0.0573,0.500438,0.500559,0.000121,0.538442,0.538518,0.000076,19.926268,19.925847,0.000421,0.015812,0.015814,0.000001,1
